0.000002 	2 3 60 4294967276
0.000003 	2 0 0 0
0.011422 	2 3 53 509
0.000003 	2 3 54 744
0.000005 	2 3 60 4294967284
0.000003 	2 0 0 0
0.011682 	2 3 50 12
0.000005 	2 3 53 516
0.000002 	2 3 54 716
0.000004 	2 3 49 13
0.000002 	2 3 60 4294967244
0.000003 	2 0 0 0
0.011554 	2 3 53 529
0.000005 	2 3 54 674
0.000002 	2 3 48 16
0.000003 	2 3 49 14
0.000002 	2 3 60 4294967271
0.000003 	2 0 0 0
0.011448 	2 3 53 542
0.000004 	2 3 54 640
0.000002 	2 3 48 15
0.000004 	2 3 60 4294967242
0.000003 	2 0 0 0
0.011056 	2 3 53 555
0.000004 	2 3 54 603
0.000003 	2 3 49 9
0.000003 	2 3 60 0
0.000002 	2 0 0 0
0.011810 	2 3 50 13
0.000004 	2 3 53 569
0.000003 	2 3 54 573
0.000004 	2 3 49 13
0.000002 	2 3 60 4294967242
0.000003 	2 0 0 0
0.011303 	2 3 50 10
0.000005 	2 3 53 587
0.000002 	2 3 54 540
0.000003 	2 3 48 14
0.000002 	2 3 49 12
0.000004 	2 0 0 0
0.011263 	2 3 50 18
0.000004 	2 3 53 602
0.000003 	2 3 54 508
0.000002 	2 3 48 22
0.000002 	2 3 49 9
0.000003 	2 3 60 0
0.000002 	2 0 0 0
0.012287 	2 3 53 618
0.000004 	2 3 54 476
0.000003 	2 3 48 14
0.000002 	2 3 49 15
0.000003 	2 3 60 4294967229
0.000003 	2 0 0 0
0.010323 	2 3 57 -1
0.000005 	2 0 0 0
0.391024 	2 3 57 3334
0.000011 	2 3 50 11
0.000005 	2 3 53 652
0.000004 	2 3 54 367
0.000005 	2 3 48 15
0.000004 	2 3 49 13
0.000005 	2 3 60 4294967266
0.000091 	2 0 0 0
0.011206 	2 3 50 16
0.000005 	2 3 53 643
0.000002 	2 3 54 384
0.000002 	2 3 48 25
0.000003 	2 3 49 15
0.000002 	2 3 60 4294967278
0.000003 	2 0 0 0
0.011530 	2 3 50 17
0.000004 	2 3 53 629
0.000003 	2 3 54 408
0.000004 	2 3 60 4294967224
0.000003 	2 0 0 0
0.011335 	2 3 50 16
0.000004 	2 3 53 612
0.000002 	2 3 54 439
0.000003 	2 3 48 24
0.000004 	2 3 60 4294967274
0.000003 	2 0 0 0
0.011705 	2 3 50 15
0.000004 	2 3 53 588
0.000002 	2 3 54 477
0.000003 	2 3 48 25
0.000003 	2 3 60 4294967278
0.000003 	2 0 0 0
0.011507 	2 3 50 17
0.000005 	2 3 53 558
0.000002 	2 3 54 531
0.000003 	2 3 48 23
0.000002 	2 3 49 16
0.000003 	2 3 60 0
0.000002 	2 0 0 0
0.011127 	2 3 50 15
0.000005 	2 3 53 531
0.000003 	2 3 54 591
0.000002 	2 3 48 17
0.000002 	2 3 49 12
0.000003 	2 3 60 90
0.000003 	2 0 0 0
0.011600 	2 3 50 14
0.000004 	2 3 53 512
0.000002 	2 3 54 646
0.000003 	2 3 48 15
0.000002 	2 3 49 14
0.000002 	2 3 60 4294967206
0.000004 	2 0 0 0
0.011431 	2 3 50 13
0.000004 	2 3 53 497
0.000002 	2 3 54 700
0.000003 	2 3 48 14
0.000002 	2 3 49 12
0.000002 	2 3 60 4294967281
0.000003 	2 0 0 0
0.011314 	2 3 50 11
0.000004 	2 3 53 488
0.000002 	2 3 54 739
0.000005 	2 3 60 4294967244
0.000003 	2 0 0 0
0.011535 	2 3 50 23
0.000004 	2 3 53 480
0.000002 	2 3 54 779
0.000003 	2 3 48 15
0.000003 	2 3 60 4294967259
0.000003 	2 0 0 0
0.011966 	2 3 50 20
0.000005 	2 3 53 477
0.000002 	2 3 54 800
0.000002 	2 3 48 16
0.000003 	2 3 49 15
0.000002 	2 3 60 90
0.000003 	2 0 0 0
0.010522 	2 3 57 -1
0.000004 	2 0 0 0
0.310331 	2 3 57 3335
0.000010 	2 3 50 14
0.000005 	2 3 53 585
0.000004 	2 3 54 597
0.000005 	2 3 48 18
0.000004 	2 3 49 11
0.000005 	2 3 60 4294967251
0.000077 	2 0 0 0
0.022953 	2 3 50 15
0.000004 	2 3 53 560
0.000003 	2 3 54 634
0.000002 	2 3 48 23
0.000003 	2 3 49 16
0.000002 	2 3 60 4294967289
0.000003 	2 0 0 0
0.011344 	2 3 50 13
0.000005 	2 3 53 541
0.000002 	2 3 54 668
0.000003 	2 3 48 25
0.000002 	2 3 49 15
0.000003 	2 3 60 4294967281
0.000003 	2 0 0 0
0.011348 	2 3 50 14
0.000004 	2 3 53 520
0.000003 	2 3 54 716
0.000002 	2 3 48 23
0.000003 	2 3 49 17
0.000002 	2 3 60 0
0.000002 	2 0 0 0
0.011310 	2 3 50 17
0.000004 	2 3 53 502
0.000003 	2 3 54 764
0.000004 	2 3 49 13
0.000003 	2 0 0 0
0.011700 	2 3 50 13
0.000005 	2 3 53 493
0.000003 	2 3 54 795
0.000002 	2 3 48 14
0.000002 	2 3 49 11
0.000004 	2 0 0 0
0.010936 	2 3 50 10
0.000005 	2 3 53 484
0.000002 	2 3 54 821
0.000003 	2 3 48 9
0.000002 	2 3 49 7
0.000003 	2 3 60 15
0.000003 	2 0 0 0
0.010620 	2 3 57 -1
0.000004 	2 0 0 0
0.380189 	2 3 57 3336
0.000011 	2 3 50 14
0.000005 	2 3 53 585
0.000005 	2 3 54 625
0.000004 	2 3 48 22
0.000005 	2 3 49 14
0.000004 	2 3 60 4294967276
0.000086 	2 0 0 0
0.022513 	2 3 50 13
0.000004 	2 3 53 555
0.000003 	2 3 54 668
0.000002 	2 3 48 23
0.000003 	2 3 49 16
0.000002 	2 3 60 4294967281
0.000003 	2 0 0 0
0.011525 	2 3 50 14
0.000005 	2 3 53 536
0.000002 	2 3 54 707
0.000004 	2 3 49 17
0.000002 	2 3 60 4294967289
0.000003 	2 0 0 0
0.011282 	2 3 50 15
0.000004 	2 3 53 517
0.000003 	2 3 54 748
0.000002 	2 3 48 16
0.000003 	2 3 49 14
0.000002 	2 3 60 4294967224
0.000003 	2 0 0 0
0.011175 	2 3 50 22
0.000005 	2 3 53 506
0.000003 	2 3 54 785
0.000002 	2 3 48 15
0.000003 	2 3 49 13
0.000002 	2 3 60 90
0.000003 	2 0 0 0
0.011522 	2 3 57 -1
0.000005 	2 0 0 0
0.367481 	2 3 57 3337
0.000012 	2 3 50 11
0.000005 	2 3 53 495
0.000004 	2 3 54 879
0.000004 	2 3 48 16
0.000007 	2 3 60 4294967257
0.000080 	2 0 0 0
0.022868 	2 3 53 494
0.000005 	2 3 54 857
0.000003 	2 3 48 22
0.000002 	2 3 49 15
0.000003 	2 3 60 4294967276
0.000003 	2 0 0 0
0.011404 	2 3 50 16
0.000004 	2 3 53 497
0.000003 	2 3 54 833
0.000002 	2 3 48 17
0.000002 	2 3 49 13
0.000003 	2 3 60 4294967229
0.000003 	2 0 0 0
0.011083 	2 3 50 13
0.000004 	2 3 53 503
0.000003 	2 3 54 803
0.000002 	2 3 48 15
0.000004 	2 3 60 4294967251
0.000003 	2 0 0 0
0.011724 	2 3 50 14
0.000004 	2 3 53 517
0.000003 	2 3 54 769
0.000002 	2 3 48 17
0.000002 	2 3 49 14
0.000003 	2 3 60 4294967245
0.000002 	2 0 0 0
0.011433 	2 3 50 15
0.000005 	2 3 53 530
0.000002 	2 3 54 736
0.000002 	2 3 48 16
0.000002 	2 3 49 13
0.000003 	2 3 60 4294967242
0.000003 	2 0 0 0
0.011630 	2 3 50 14
0.000005 	2 3 53 543
0.000003 	2 3 54 708
0.000002 	2 3 48 23
0.000003 	2 3 49 15
0.000002 	2 3 60 4294967280
0.000003 	2 0 0 0
0.011109 	2 3 50 15
0.000004 	2 3 53 558
0.000002 	2 3 54 678
0.000003 	2 3 48 17
0.000003 	2 3 60 4294967229
0.000003 	2 0 0 0
0.011688 	2 3 50 12
0.000005 	2 3 53 575
0.000002 	2 3 54 651
0.000003 	2 3 48 25
0.000002 	2 3 49 14
0.000003 	2 3 60 4294967291
0.000003 	2 0 0 0
0.011165 	2 3 50 15
0.000005 	2 3 53 593
0.000003 	2 3 54 627
0.000002 	2 3 48 16
0.000003 	2 3 49 13
0.000002 	2 3 60 90
0.000003 	2 0 0 0
0.011515 	2 3 50 21
0.000005 	2 3 53 612
0.000002 	2 3 54 600
0.000003 	2 3 48 25
0.000002 	2 3 49 16
0.000002 	2 3 60 4294967290
0.000003 	2 0 0 0
0.011385 	2 3 50 19
0.000006 	2 3 53 627
0.000003 	2 3 54 576
0.000003 	2 3 48 15
0.000003 	2 3 49 14
0.000002 	2 3 60 4294967266
0.000003 	2 0 0 0
0.011333 	2 3 57 -1
0.000005 	2 0 0 0
0.218597 	2 3 57 3338
0.000011 	2 3 50 12
0.000005 	2 3 53 507
0.000005 	2 3 54 799
0.000004 	2 3 48 20
0.000005 	2 3 49 15
0.000004 	2 3 60 4294967271
0.000094 	2 0 0 0
0.022482 	2 3 50 15
0.000005 	2 3 54 775
0.000003 	2 3 48 17
0.000002 	2 3 49 13
0.000003 	2 3 60 90
0.000003 	2 0 0 0
0.011282 	2 3 53 512
0.000004 	2 3 54 745
0.000003 	2 3 48 15
0.000002 	2 3 49 10
0.000002 	2 3 60 4294967276
0.000003 	2 0 0 0
0.011726 	2 3 50 12
0.000004 	2 3 53 525
0.000003 	2 3 54 707
0.000002 	2 3 48 25
0.000002 	2 3 49 15
0.000003 	2 3 60 4294967281
0.000003 	2 0 0 0
0.011561 	2 3 50 15
0.000004 	2 3 53 547
0.000003 	2 3 54 662
0.000002 	2 3 48 26
0.000003 	2 3 49 17
0.000002 	2 3 60 0
0.000002 	2 0 0 0
0.011343 	2 3 50 13
0.000005 	2 3 53 578
0.000002 	2 3 54 613
0.000003 	2 3 48 25
0.000002 	2 3 49 12
0.000004 	2 0 0 0
0.011268 	2 3 50 22
0.000005 	2 3 53 613
0.000002 	2 3 54 568
0.000003 	2 3 48 23
0.000002 	2 3 49 17
0.000003 	2 0 0 0
0.011912 	2 3 50 16
0.000004 	2 3 53 643
0.000003 	2 3 54 532
0.000002 	2 3 48 16
0.000002 	2 3 49 13
0.000003 	2 3 60 65
0.000003 	2 0 0 0
0.010718 	2 3 50 9
0.000004 	2 3 53 661
0.000003 	2 3 54 506
0.000002 	2 3 48 7
0.000002 	2 3 49 3
0.000003 	2 3 60 45
0.000003 	2 0 0 0
0.010631 	2 3 57 -1
0.000004 	2 0 0 0
0.219417 	2 3 57 3339
0.000012 	2 3 50 14
0.000005 	2 3 53 500
0.000004 	2 3 54 778
0.000005 	2 3 48 17
0.000005 	2 3 49 13
0.000004 	2 3 60 4294967229
0.000132 	2 0 0 0
0.011321 	2 3 53 502
0.000004 	2 3 54 762
0.000003 	2 3 48 21
0.000002 	2 3 49 14
0.000003 	2 3 60 4294967276
0.000004 	2 0 0 0
0.011362 	2 3 50 16
0.000004 	2 3 53 513
0.000003 	2 3 54 727
0.000002 	2 3 48 17
0.000003 	2 3 49 12
0.000002 	2 3 60 4294967236
0.000003 	2 0 0 0
0.011364 	2 3 50 14
0.000004 	2 3 53 531
0.000003 	2 3 54 681
0.000002 	2 3 48 16
0.000003 	2 3 49 15
0.000002 	2 3 60 4294967274
0.000003 	2 0 0 0
0.011116 	2 3 50 16
0.000006 	2 3 53 555
0.000002 	2 3 54 635
0.000003 	2 3 48 13
0.000002 	2 3 49 9
0.000003 	2 3 60 0
0.000002 	2 0 0 0
0.011618 	2 3 50 14
0.000006 	2 3 53 590
0.000004 	2 3 54 584
0.000002 	2 3 48 16
0.000003 	2 3 49 13
0.000003 	2 3 60 4294967206
0.000004 	2 0 0 0
0.011369 	2 3 50 18
0.000005 	2 3 53 629
0.000003 	2 3 54 539
0.000002 	2 3 48 15
0.000003 	2 3 49 14
0.000002 	2 3 60 32
0.000003 	2 0 0 0
0.011256 	2 3 57 -1
0.000005 	2 0 0 0
2.065725 	2 3 57 3340
0.000022 	2 3 50 9
0.000012 	2 3 53 624
0.000009 	2 3 54 890
0.000009 	2 3 48 9
0.000006 	2 3 49 9
0.000010 	2 3 60 4294967206
0.000312 	2 0 0 0
0.022485 	2 3 50 13
0.000004 	2 3 53 625
0.000004 	2 3 48 14
0.000005 	2 0 0 0
0.022035 	2 3 57 -1
0.000005 	2 0 0 0
3.418782 	9 1 158 1
0.000019 	9 0 0 0
0.070165 	9 1 158 0
0.000014 	9 0 0 0
0.882828 	9 1 158 1
0.000019 	9 0 0 0
0.070378 	9 1 158 0
0.000009 	9 0 0 0
0.682028 	9 1 158 1
0.000018 	9 0 0 0
0.070207 	9 1 158 0
0.000000 	9 0 0 0
